query_id	subject_id	percent_identity	alignment_length	evalue	bit_score
g18018.t1	hypothetical protein BDA96_07G009400 [Sorghum bicolor]	71.53	885	0.0	1315.06
g18018.t1	phosphatidylinositol-3-phosphatase SAC1 [Oryza brachyantha]	70.28	885	0.0	1314.67
g18018.t1	phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Oryza sativa Japonica Group] >gb|EEE67915.1| hypothetical protein OsJ_25773 [Oryza sativa Japonica Group] >gb|KAF2917760.1| hypothetical protein DAI22_08g006700 [Oryza sativa Japonica Group]	69.99	893	0.0	1314.29
g18018.t1	phosphoinositide phosphatase SAC1 isoform X1 [Panicum hallii] >gb|PAN33268.1| hypothetical protein PAHAL_6G007100 [Panicum hallii]	71.33	886	0.0	1313.9
g18018.t1	phosphatidylinositol-3-phosphatase SAC1-like [Miscanthus floridulus]	71.07	885	0.0	1313.52
g18018.t1	phosphoinositide phosphatase SAC1 [Brachypodium distachyon] >gb|KQJ94805.1| hypothetical protein BRADI_3g13330v3 [Brachypodium distachyon]	70.36	894	0.0	1312.75
g18018.t1	unnamed protein product [Urochloa decumbens]	70.73	885	0.0	1311.98
g18018.t1	phosphoinositide phosphatase SAC1 [Setaria italica] >ref|XP_034600493.1| phosphatidylinositol-3-phosphatase SAC1 [Setaria viridis] >gb|RCV29379.1| hypothetical protein SETIT_6G008600v2 [Setaria italica] >gb|TKW08117.1| hypothetical protein SEVIR_6G007800v4 [Setaria viridis] >gb|TKW08118.1| hypothetical protein SEVIR_6G007800v4 [Setaria viridis]	70.96	885	0.0	1311.98
g18018.t1	hypothetical protein QOZ80_8AG0614790 [Eleusine coracana subsp. coracana]	70.48	891	0.0	1311.59
g18018.t1	hypothetical protein QOZ80_8BG0642240 [Eleusine coracana subsp. coracana]	70.56	890	0.0	1311.21
g18018.t1	unnamed protein product [Urochloa decumbens]	70.62	885	0.0	1310.43
g18018.t1	unnamed protein product [Urochloa decumbens]	70.51	885	0.0	1307.74
g18018.t1	unnamed protein product [Urochloa decumbens]	70.51	885	0.0	1307.74
g18018.t1	phosphoinositide phosphatase SAC1 [Iris pallida]	78.22	799	0.0	1306.58
g18018.t1	phosphatidylinositol-3-phosphatase SAC1-like [Panicum virgatum] >gb|KAG2576164.1| hypothetical protein PVAP13_6NG011000 [Panicum virgatum] >gb|KAG2576166.1| hypothetical protein PVAP13_6NG011000 [Panicum virgatum]	70.96	885	0.0	1305.81
g18018.t1	unnamed protein product [Triticum turgidum subsp. durum]	68.26	920	0.0	1305.43
g18018.t1	unnamed protein product [Triticum turgidum subsp. durum]	68.15	920	0.0	1305.43
g18018.t1	phosphatidylinositol-3-phosphatase SAC1-like [Lolium rigidum] >ref|XP_047080546.1| phosphatidylinositol-3-phosphatase SAC1-like [Lolium rigidum]	70.19	889	0.0	1303.5
g18018.t1	phosphatidylinositol-3-phosphatase SAC1 [Lolium perenne]	70.19	889	0.0	1300.8
g18018.t1	hypothetical protein QYE76_033273 [Lolium multiflorum]	69.97	889	0.0	1300.03
g18018.t1	phosphatidylinositol-3-phosphatase SAC1-like isoform X2 [Zea mays]	70.62	885	0.0	1298.88
g18018.t1	Polyphosphoinositide phosphatase [Triticum urartu]	68.15	920	0.0	1298.11
g18018.t1	unnamed protein product [Triticum turgidum subsp. durum]	69.74	889	0.0	1297.72
g18018.t1	unnamed protein product [Triticum turgidum subsp. durum]	69.63	889	0.0	1297.72
g18018.t1	Phosphatidylinositol-3-phosphatase SAC1-like [Zea mays] >gb|ACL52638.1| unknown [Zea mays] >gb|AQK78119.1| Phosphoinositide phosphatase SAC1 [Zea mays]	69.37	901	0.0	1293.49
g18018.t1	phosphatidylinositol-3-phosphatase SAC1-like [Panicum virgatum] >gb|KAG2581034.1| hypothetical protein PVAP13_6KG006150 [Panicum virgatum]	70.62	885	0.0	1290.4
g18018.t1	Phosphoinositide phosphatase SAC1 [Zea mays]	69.22	900	0.0	1290.02
g18018.t1	phosphatidylinositol-3-phosphatase SAC1-like isoform X2 [Phragmites australis]	70.19	889	0.0	1289.63
g18018.t1	hypothetical protein IEQ34_001665 [Dendrobium chrysotoxum]	70.68	914	0.0	1288.48
g18018.t1	hypothetical protein PVAP13_6NG011000 [Panicum virgatum]	68.41	918	0.0	1287.71
g18018.t1	Phosphoinositide phosphatase SAC1 [Zea mays]	68.23	916	0.0	1282.32
g18018.t1	Phosphoinositide phosphatase SAC1 [Acorus calamus]	72.60	887	0.0	1279.62
g18018.t1	hypothetical protein PVAP13_6KG006150 [Panicum virgatum]	69.52	899	0.0	1279.62
g18018.t1	hypothetical protein BS78_07G010000 [Paspalum vaginatum]	69.59	888	0.0	1276.92
g18018.t1	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Phragmites australis]	68.12	916	0.0	1273.84
g18018.t1	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Zea mays]	68.52	899	0.0	1272.3
g18018.t1	Phosphoinositide phosphatase SAC1 [Acorus gramineus]	72.04	887	0.0	1272.3
g18018.t1	hypothetical protein U9M48_041274 [Paspalum notatum var. saurae]	68.02	910	0.0	1265.75
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Musa acuminata AAA Group]	84.99	906	0.0	1613.97
g18018.t2	unnamed protein product [Musa acuminata subsp. malaccensis]	84.88	906	0.0	1612.05
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Musa acuminata AAA Group]	84.88	906	0.0	1610.12
g18018.t2	unnamed protein product [Musa acuminata subsp. burmannicoides]	84.77	906	0.0	1609.73
g18018.t2	unnamed protein product [Musa banksii]	84.66	906	0.0	1609.35
g18018.t2	unnamed protein product [Musa hybrid cultivar]	84.66	906	0.0	1608.58
g18018.t2	unnamed protein product [Musa hybrid cultivar]	84.44	906	0.0	1607.81
g18018.t2	unnamed protein product [Musa textilis]	84.44	906	0.0	1605.88
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like [Musa acuminata AAA Group] >emb|CAL9074928.1| unnamed protein product [Musa acuminata var. zebrina]	84.66	906	0.0	1604.34
g18018.t2	Phosphoinositide phosphatase family protein [Musa troglodytarum]	84.33	906	0.0	1603.57
g18018.t2	hypothetical protein OPV22_012079 [Ensete ventricosum]	84.00	906	0.0	1598.95
g18018.t2	phosphoinositide phosphatase SAC1 [Canna indica]	86.04	881	0.0	1566.59
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Zingiber officinale] >gb|KAG6481779.1| hypothetical protein ZIOFF_058400 [Zingiber officinale]	83.81	883	0.0	1552.73
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Zingiber officinale]	83.94	878	0.0	1544.25
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X2 [Zingiber officinale]	83.35	883	0.0	1538.86
g18018.t2	hypothetical protein ZIOFF_054189 [Zingiber officinale]	82.81	890	0.0	1535.39
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X2 [Zingiber officinale]	83.49	878	0.0	1530.77
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X2 [Elaeis guineensis]	79.76	899	0.0	1521.91
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Elaeis guineensis]	79.05	907	0.0	1514.59
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 [Phoenix dactylifera]	79.42	899	0.0	1507.27
g18018.t2	phosphoinositide phosphatase SAC1 [Cocos nucifera]	79.93	882	0.0	1490.32
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X2 [Musa acuminata AAA Group]	85.35	826	0.0	1474.14
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X2 [Musa acuminata AAA Group]	85.23	826	0.0	1468.37
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 [Typha latifolia]	77.20	886	0.0	1423.3
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 [Typha angustifolia]	77.09	886	0.0	1420.22
g18018.t2	phosphoinositide phosphatase SAC1 [Ananas comosus]	74.12	908	0.0	1411.36
g18018.t2	hypothetical protein J5N97_020077 [Dioscorea zingiberensis]	75.97	878	0.0	1397.88
g18018.t2	Phosphoinositide phosphatase SAC1 [Ananas comosus]	71.82	937	0.0	1397.49
g18018.t2	Phosphoinositide phosphatase SAC1 [Apostasia shenzhenica]	75.28	902	0.0	1393.25
g18018.t2	phosphoinositide phosphatase SAC1 [Asparagus officinalis] >gb|ONK72924.1| uncharacterized protein A4U43_C04F24970 [Asparagus officinalis]	75.59	889	0.0	1392.87
g18018.t2	hypothetical protein M5K25_002023 [Dendrobium thyrsiflorum]	74.69	901	0.0	1375.92
g18018.t2	phosphoinositide phosphatase SAC1 [Dendrobium catenatum] >gb|PKU83115.1| Phosphoinositide phosphatase SAC1 [Dendrobium catenatum]	76.46	871	0.0	1371.68
g18018.t2	hypothetical protein HPP92_001194 [Vanilla planifolia]	74.72	878	0.0	1362.05
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X3 [Zingiber officinale]	83.64	764	0.0	1340.87
g18018.t2	hypothetical protein HPP92_001021 [Vanilla planifolia]	73.80	878	0.0	1335.47
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X3 [Zingiber officinale]	83.38	764	0.0	1334.7
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like [Miscanthus floridulus]	72.16	880	0.0	1333.55
g18018.t2	phosphoinositide phosphatase SAC1 [Phalaenopsis equestris]	72.69	897	0.0	1331.24
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Triticum dicoccoides] >ref|XP_044422822.1| phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Triticum aestivum] >gb|KAF7096316.1| hypothetical protein CFC21_098280 [Triticum aestivum] >gb|XBI38825.1| hypothetical protein VPH35_123741 [Triticum aestivum]	70.80	887	0.0	1331.24
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Aegilops tauschii subsp. strangulata] >ref|XP_044437521.1| phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Triticum aestivum] >gb|XBI10700.1| hypothetical protein VPH35_137916 [Triticum aestivum]	70.80	887	0.0	1330.47
g18018.t2	hypothetical protein HU200_028381 [Digitaria exilis]	72.01	879	0.0	1330.47
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Triticum aestivum] >gb|KAF7102166.1| hypothetical protein CFC21_103349 [Triticum aestivum] >gb|XBI00968.1| hypothetical protein VPH35_129862 [Triticum aestivum]	70.69	887	0.0	1330.08
g18018.t2	hypothetical protein HU200_052294 [Digitaria exilis]	71.79	879	0.0	1330.08
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like [Miscanthus floridulus]	71.93	880	0.0	1330.08
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Triticum dicoccoides]	70.69	887	0.0	1329.69
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Triticum urartu]	70.80	887	0.0	1328.54
g18018.t2	unnamed protein product [Miscanthus lutarioriparius]	72.05	880	0.0	1328.15
g18018.t2	hypothetical protein GQ55_6G008000 [Panicum hallii var. hallii]	71.93	880	0.0	1327.38
g18018.t2	hypothetical protein E2562_005826 [Oryza meyeriana var. granulata]	71.28	874	0.0	1326.61
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Phragmites australis]	70.83	888	0.0	1325.46
g18018.t2	hypothetical protein E2562_005826 [Oryza meyeriana var. granulata]	70.91	880	0.0	1324.3
g18018.t2	hypothetical protein OsI_27545 [Oryza sativa Indica Group]	70.50	888	0.0	1324.3
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 [Hordeum vulgare subsp. vulgare] >gb|KAE8815746.1| Polyphosphoinositide phosphatase [Hordeum vulgare] >gb|KAI4972400.1| hypothetical protein ZWY2020_003325 [Hordeum vulgare]	70.80	887	0.0	1323.92
g18018.t2	phosphoinositide phosphatase SAC1 isoform X2 [Panicum hallii] >gb|PAN33269.1| hypothetical protein PAHAL_6G007100 [Panicum hallii]	71.82	880	0.0	1323.92
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X2 [Oryza glaberrima]	70.75	882	0.0	1323.92
g18018.t2	predicted protein [Hordeum vulgare subsp. vulgare]	70.80	887	0.0	1323.53
g18018.t2	unnamed protein product [Triticum turgidum subsp. durum]	70.57	887	0.0	1322.76
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Oryza glaberrima]	70.38	888	0.0	1322.38
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X2 [Oryza sativa Japonica Group] >gb|KAB8107110.1| hypothetical protein EE612_041682 [Oryza sativa] >gb|KAF2917761.1| hypothetical protein DAI22_08g006700 [Oryza sativa Japonica Group] >dbj|BAD09523.1| putative sac domain-containing inositol phosphatase 3 [Oryza sativa Japonica Group] >dbj|BAF22722.1| Os08g0109100 [Oryza sativa Japonica Group] >dbj|BAH00707.1| unnamed protein product [Oryza sativa Japonica Group]	70.75	882	0.0	1322.38
g18018.t2	unnamed protein product [Miscanthus lutarioriparius]	71.48	880	0.0	1321.99
g18018.t2	unnamed protein product [Alopecurus aequalis]	70.72	881	0.0	1321.99
g18018.t2	phosphoinositide phosphatase SAC1 [Sorghum bicolor] >gb|EES13222.1| hypothetical protein SORBI_3007G008900 [Sorghum bicolor]	71.93	880	0.0	1321.61
g18018.t2	hypothetical protein BDA96_07G009400 [Sorghum bicolor]	71.93	880	0.0	1321.22
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 [Oryza brachyantha]	70.68	880	0.0	1320.84
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 isoform X1 [Oryza sativa Japonica Group] >gb|EEE67915.1| hypothetical protein OsJ_25773 [Oryza sativa Japonica Group] >gb|KAF2917760.1| hypothetical protein DAI22_08g006700 [Oryza sativa Japonica Group]	70.38	888	0.0	1320.45
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like [Miscanthus floridulus]	71.48	880	0.0	1319.68
g18018.t2	phosphoinositide phosphatase SAC1 isoform X1 [Panicum hallii] >gb|PAN33268.1| hypothetical protein PAHAL_6G007100 [Panicum hallii]	71.74	881	0.0	1319.29
g18018.t2	phosphoinositide phosphatase SAC1 [Brachypodium distachyon] >gb|KQJ94805.1| hypothetical protein BRADI_3g13330v3 [Brachypodium distachyon]	70.75	889	0.0	1318.52
g18018.t2	phosphoinositide phosphatase SAC1 [Setaria italica] >ref|XP_034600493.1| phosphatidylinositol-3-phosphatase SAC1 [Setaria viridis] >gb|RCV29379.1| hypothetical protein SETIT_6G008600v2 [Setaria italica] >gb|TKW08117.1| hypothetical protein SEVIR_6G007800v4 [Setaria viridis] >gb|TKW08118.1| hypothetical protein SEVIR_6G007800v4 [Setaria viridis]	71.36	880	0.0	1318.14
g18018.t2	unnamed protein product [Urochloa decumbens]	71.14	880	0.0	1317.37
g18018.t2	hypothetical protein QOZ80_8BG0642240 [Eleusine coracana subsp. coracana]	70.96	885	0.0	1316.98
g18018.t2	hypothetical protein QOZ80_8AG0614790 [Eleusine coracana subsp. coracana]	70.88	886	0.0	1316.6
g18018.t2	unnamed protein product [Urochloa decumbens]	71.02	880	0.0	1315.83
g18018.t2	unnamed protein product [Urochloa decumbens]	70.91	880	0.0	1312.75
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like [Panicum virgatum] >gb|KAG2576164.1| hypothetical protein PVAP13_6NG011000 [Panicum virgatum] >gb|KAG2576166.1| hypothetical protein PVAP13_6NG011000 [Panicum virgatum]	71.36	880	0.0	1312.36
g18018.t2	unnamed protein product [Urochloa decumbens]	70.91	880	0.0	1311.98
g18018.t2	unnamed protein product [Triticum turgidum subsp. durum]	68.52	915	0.0	1311.59
g18018.t2	unnamed protein product [Triticum turgidum subsp. durum]	68.63	915	0.0	1311.21
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like [Lolium rigidum] >ref|XP_047080546.1| phosphatidylinositol-3-phosphatase SAC1-like [Lolium rigidum]	70.59	884	0.0	1309.66
g18018.t2	phosphatidylinositol-3-phosphatase SAC1 [Lolium perenne]	70.59	884	0.0	1306.58
g18018.t2	hypothetical protein QYE76_033273 [Lolium multiflorum]	70.36	884	0.0	1305.81
g18018.t2	phosphoinositide phosphatase SAC1 [Iris pallida]	78.39	796	0.0	1305.43
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X2 [Zea mays]	71.02	880	0.0	1305.04
g18018.t2	Polyphosphoinositide phosphatase [Triticum urartu]	68.52	915	0.0	1304.66
g18018.t2	unnamed protein product [Triticum turgidum subsp. durum]	70.14	884	0.0	1303.89
g18018.t2	unnamed protein product [Triticum turgidum subsp. durum]	70.02	884	0.0	1302.73
g18018.t2	Phosphatidylinositol-3-phosphatase SAC1-like [Zea mays] >gb|ACL52638.1| unknown [Zea mays] >gb|AQK78119.1| Phosphoinositide phosphatase SAC1 [Zea mays]	69.75	896	0.0	1299.26
g18018.t2	Phosphoinositide phosphatase SAC1 [Zea mays]	69.61	895	0.0	1296.95
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like [Panicum virgatum] >gb|KAG2581034.1| hypothetical protein PVAP13_6KG006150 [Panicum virgatum]	71.02	880	0.0	1295.8
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X2 [Phragmites australis]	70.59	884	0.0	1294.64
g18018.t2	hypothetical protein PVAP13_6NG011000 [Panicum virgatum]	68.78	913	0.0	1294.26
g18018.t2	hypothetical protein IEQ34_001665 [Dendrobium chrysotoxum]	71.07	909	0.0	1293.87
g18018.t2	Phosphoinositide phosphatase SAC1 [Zea mays]	68.61	911	0.0	1289.63
g18018.t2	hypothetical protein PVAP13_6KG006150 [Panicum virgatum]	69.91	894	0.0	1286.94
g18018.t2	Phosphoinositide phosphatase SAC1 [Acorus calamus]	73.02	882	0.0	1286.17
g18018.t2	hypothetical protein BS78_07G010000 [Paspalum vaginatum]	69.99	883	0.0	1284.24
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Phragmites australis]	68.50	911	0.0	1279.62
g18018.t2	phosphatidylinositol-3-phosphatase SAC1-like isoform X1 [Zea mays]	68.90	894	0.0	1278.85
g18018.t2	Phosphoinositide phosphatase SAC1 [Acorus gramineus]	72.45	882	0.0	1278.46
g18018.t2	hypothetical protein U9M48_041274 [Paspalum notatum var. saurae]	68.40	905	0.0	1271.91
g18019.t1	unnamed protein product [Musa acuminata subsp. malaccensis]	80.54	370	0.0	577.015
g18019.t1	F-box protein SKP2A-like [Zingiber officinale] >gb|KAG6510686.1| hypothetical protein ZIOFF_028714 [Zingiber officinale]	76.49	370	0.0	575.089
g18019.t1	F-box protein [Musa troglodytarum] >gb|URD95988.1| F-box protein [Musa troglodytarum] >emb|CAL9085857.1| unnamed protein product [Musa textilis]	81.89	370	0.0	568.155
g18019.t1	hypothetical protein C4D60_Mb04t16990 [Musa balbisiana]	81.35	370	0.0	565.074
g18019.t1	F-box protein SKP2A-like [Zingiber officinale]	75.14	370	0.0	562.762
g18019.t1	hypothetical protein ZIOFF_024754 [Zingiber officinale]	75.14	370	0.0	562.762
g18019.t1	F-box protein SKP2A-like [Musa acuminata AAA Group] >ref|XP_065025751.1| F-box protein SKP2A-like [Musa acuminata AAA Group]	81.08	370	0.0	561.607
